class,precision,recall,f1,support
Pepper,0.9577191621411947,0.9975757575757576,0.977241242826044,2475
Potato,0.9469185784975259,0.9781598513011153,0.9622857142857143,2152
Tomato,0.9976636989328787,0.9868215601773781,0.9922130118060789,16011
