class,precision,recall,f1,support
Pepper__bell___Bacterial_spot,0.9918116683725691,0.9719157472417251,0.9817629179331308,997
Pepper__bell___healthy,0.9813084112149533,0.9945872801082544,0.9879032258064516,1478
